video_id,window_start,window_end,views_count,unique_users,avg_watch_ratio,growth_rate,engagement_count,hot_score,predicted_hot,hot_label,cache_rank,cache_priority,cache_decision,reason
657669,2022-04-27 00:00:00+07:00,2022-04-27 00:30:00+07:00,2,1,0.8143769212579806,2.0,0,0.2462087175849294,0,NOT_HOT,4668,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2080591,2022-04-23 21:30:00+07:00,2022-04-23 22:00:00+07:00,2,1,0.8143544955772031,2.0,0,0.2462042324487739,0,NOT_HOT,4669,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1715503,2022-05-06 05:30:00+07:00,2022-05-06 06:00:00+07:00,2,1,0.8143488108720272,2.0,0,0.2462030955077387,0,NOT_HOT,4670,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
844259,2022-05-02 10:30:00+07:00,2022-05-02 11:00:00+07:00,2,1,0.814305163862686,2.0,0,0.2461943661058705,0,NOT_HOT,4671,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
104402,2022-04-23 02:00:00+07:00,2022-04-23 02:30:00+07:00,2,1,0.8142063859324388,2.0,0,0.2461746105198211,0,NOT_HOT,4672,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4029143,2022-04-23 12:00:00+07:00,2022-04-23 12:30:00+07:00,2,1,0.8141666666666666,2.0,0,0.2461666666666666,0,NOT_HOT,4673,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4114780,2022-04-25 14:00:00+07:00,2022-04-25 14:30:00+07:00,2,1,0.814146019557262,2.0,0,0.2461625372447857,0,NOT_HOT,4674,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1343305,2022-05-05 11:00:00+07:00,2022-05-05 11:30:00+07:00,2,1,0.8141141730012804,2.0,0,0.2461561679335894,0,NOT_HOT,4675,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3848458,2022-04-28 10:00:00+07:00,2022-04-28 10:30:00+07:00,2,1,0.8141032698447649,2.0,0,0.2461539873022863,0,NOT_HOT,4676,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1607188,2022-05-06 15:00:00+07:00,2022-05-06 15:30:00+07:00,2,1,0.8141022355702703,2.0,0,0.2461537804473874,0,NOT_HOT,4677,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
375606,2022-05-02 02:00:00+07:00,2022-05-02 02:30:00+07:00,2,1,0.8140964392636474,2.0,0,0.2461526211860628,0,NOT_HOT,4678,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3251627,2022-05-06 18:30:00+07:00,2022-05-06 19:00:00+07:00,2,1,0.8140437158469946,2.0,0,0.2461420765027323,0,NOT_HOT,4679,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2578923,2022-05-04 11:30:00+07:00,2022-05-04 12:00:00+07:00,2,1,0.8140222686151705,2.0,0,0.2461377870563674,0,NOT_HOT,4680,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3261122,2022-05-04 13:00:00+07:00,2022-05-04 13:30:00+07:00,2,1,0.813787878787879,2.0,0,0.2460909090909091,0,NOT_HOT,4681,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2233816,2022-05-06 15:00:00+07:00,2022-05-06 15:30:00+07:00,2,1,0.8137873754152823,2.0,0,0.2460908084163898,0,NOT_HOT,4682,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2683328,2022-05-06 23:30:00+07:00,2022-05-07 00:00:00+07:00,2,1,0.8135428571428571,2.0,0,0.2460419047619047,0,NOT_HOT,4683,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1003290,2022-04-29 23:30:00+07:00,2022-04-30 00:00:00+07:00,2,1,0.8135343876425156,2.0,0,0.2460402108618364,0,NOT_HOT,4684,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
56859,2022-04-26 07:00:00+07:00,2022-04-26 07:30:00+07:00,2,1,0.813528132493169,2.0,0,0.2460389598319671,0,NOT_HOT,4685,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1890460,2022-05-02 01:00:00+07:00,2022-05-02 01:30:00+07:00,2,1,0.8133806774976361,2.0,0,0.2460094688328605,0,NOT_HOT,4686,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
311060,2022-05-02 14:30:00+07:00,2022-05-02 15:00:00+07:00,2,1,0.8133751140375234,2.0,0,0.246008356140838,0,NOT_HOT,4687,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2794593,2022-04-29 04:30:00+07:00,2022-04-29 05:00:00+07:00,2,1,0.8133544578744282,2.0,0,0.246004224908219,0,NOT_HOT,4688,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1016310,2022-04-24 08:30:00+07:00,2022-04-24 09:00:00+07:00,2,1,0.8133333333333334,2.0,0,0.246,0,NOT_HOT,4689,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3462588,2022-04-24 13:30:00+07:00,2022-04-24 14:00:00+07:00,2,1,0.8133315940516567,2.0,0,0.2459996521436646,0,NOT_HOT,4690,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2581802,2022-05-03 09:00:00+07:00,2022-05-03 09:30:00+07:00,2,1,0.81325,2.0,0,0.2459833333333333,0,NOT_HOT,4691,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
614674,2022-04-29 04:00:00+07:00,2022-04-29 04:30:00+07:00,2,1,0.8132033418566175,2.0,0,0.2459740017046568,0,NOT_HOT,4692,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3336538,2022-05-05 14:00:00+07:00,2022-05-05 14:30:00+07:00,2,1,0.8131829397250617,2.0,0,0.2459699212783456,0,NOT_HOT,4693,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2612970,2022-05-04 01:00:00+07:00,2022-05-04 01:30:00+07:00,2,1,0.8131320754716981,2.0,0,0.2459597484276729,0,NOT_HOT,4694,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2121425,2022-04-30 04:00:00+07:00,2022-04-30 04:30:00+07:00,2,1,0.8131127798243128,2.0,0,0.2459558892981959,0,NOT_HOT,4695,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3652957,2022-05-06 23:00:00+07:00,2022-05-06 23:30:00+07:00,2,1,0.8130982955872051,2.0,0,0.2459529924507743,0,NOT_HOT,4696,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2224948,2022-05-07 09:30:00+07:00,2022-05-07 10:00:00+07:00,2,1,0.812948717948718,2.0,0,0.2459230769230769,0,NOT_HOT,4697,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3773807,2022-05-04 09:30:00+07:00,2022-05-04 10:00:00+07:00,2,1,0.8128699714090123,2.0,0,0.2459073276151357,0,NOT_HOT,4698,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2430626,2022-05-04 23:00:00+07:00,2022-05-04 23:30:00+07:00,2,1,0.8127598048075184,2.0,0,0.245885294294837,0,NOT_HOT,4699,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1425285,2022-05-05 05:30:00+07:00,2022-05-05 06:00:00+07:00,2,1,0.8126666666666666,2.0,0,0.2458666666666666,0,NOT_HOT,4700,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1644781,2022-04-28 09:30:00+07:00,2022-04-28 10:00:00+07:00,2,1,0.8126515623917411,2.0,0,0.2458636458116815,0,NOT_HOT,4701,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2962607,2022-05-08 03:00:00+07:00,2022-05-08 03:30:00+07:00,2,1,0.8125870330564939,2.0,0,0.2458507399446321,0,NOT_HOT,4702,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3882617,2022-05-03 04:30:00+07:00,2022-05-03 05:00:00+07:00,2,1,0.8125852275777652,2.0,0,0.2458503788488864,0,NOT_HOT,4703,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2030527,2022-04-25 07:00:00+07:00,2022-04-25 07:30:00+07:00,2,1,0.8125623130608176,2.0,0,0.2458457959454968,0,NOT_HOT,4704,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2030435,2022-04-30 10:00:00+07:00,2022-04-30 10:30:00+07:00,2,1,0.8125538964280851,2.0,0,0.2458441126189503,0,NOT_HOT,4705,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1086566,2022-04-23 17:00:00+07:00,2022-04-23 17:30:00+07:00,2,1,0.812457221081451,2.0,0,0.2458247775496235,0,NOT_HOT,4706,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2342741,2022-05-04 13:00:00+07:00,2022-05-04 13:30:00+07:00,2,1,0.8124229234675371,2.0,0,0.2458179180268407,0,NOT_HOT,4707,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2320527,2022-04-30 14:30:00+07:00,2022-04-30 15:00:00+07:00,2,1,0.8122880920579472,2.0,0,0.2457909517449227,0,NOT_HOT,4708,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
768785,2022-04-28 02:30:00+07:00,2022-04-28 03:00:00+07:00,2,1,0.8122598870056498,2.0,0,0.2457853107344633,0,NOT_HOT,4709,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3011870,2022-05-06 12:30:00+07:00,2022-05-06 13:00:00+07:00,2,1,0.8120588235294118,2.0,0,0.2457450980392156,0,NOT_HOT,4710,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1451505,2022-05-02 00:00:00+07:00,2022-05-02 00:30:00+07:00,2,1,0.8120145371624029,2.0,0,0.2457362407658139,0,NOT_HOT,4711,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3631940,2022-05-06 13:30:00+07:00,2022-05-06 14:00:00+07:00,2,1,0.8117668962949172,2.0,0,0.2456867125923167,0,NOT_HOT,4712,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3961989,2022-05-08 00:00:00+07:00,2022-05-08 00:30:00+07:00,2,1,0.061733820547995,2.0,2,0.2456800974429323,0,NOT_HOT,4713,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
934639,2022-05-08 00:30:00+07:00,2022-05-08 01:00:00+07:00,2,1,0.8115942028985507,2.0,0,0.2456521739130434,0,NOT_HOT,4714,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1248355,2022-04-23 10:30:00+07:00,2022-04-23 11:00:00+07:00,2,1,0.8115468727219711,2.0,0,0.2456427078777275,0,NOT_HOT,4715,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2173020,2022-05-04 01:30:00+07:00,2022-05-04 02:00:00+07:00,2,1,0.8114492753623188,2.0,0,0.2456231884057971,0,NOT_HOT,4716,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4069812,2022-04-30 15:00:00+07:00,2022-04-30 15:30:00+07:00,2,1,0.8114137069115852,2.0,0,0.2456160747156504,0,NOT_HOT,4717,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1091988,2022-05-05 02:30:00+07:00,2022-05-05 03:00:00+07:00,2,1,0.8114130434782609,2.0,0,0.2456159420289855,0,NOT_HOT,4718,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2812987,2022-05-04 14:00:00+07:00,2022-05-04 14:30:00+07:00,2,1,0.8112427265170408,2.0,0,0.2455818786367414,0,NOT_HOT,4719,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
52851,2022-05-02 01:30:00+07:00,2022-05-02 02:00:00+07:00,2,1,0.8112260536398467,2.0,0,0.2455785440613027,0,NOT_HOT,4720,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1144221,2022-04-30 10:30:00+07:00,2022-04-30 11:00:00+07:00,2,1,0.8111382113821138,2.0,0,0.2455609756097561,0,NOT_HOT,4721,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1279679,2022-04-27 12:30:00+07:00,2022-04-27 13:00:00+07:00,2,1,0.8110401188707281,2.0,0,0.2455413571074789,0,NOT_HOT,4722,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
752022,2022-05-03 03:30:00+07:00,2022-05-03 04:00:00+07:00,2,1,0.8109121703363175,2.0,0,0.2455157674005968,0,NOT_HOT,4723,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3480045,2022-05-05 15:00:00+07:00,2022-05-05 15:30:00+07:00,2,1,0.8108372827804108,2.0,0,0.2455007898894154,0,NOT_HOT,4724,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2153894,2022-05-03 02:00:00+07:00,2022-05-03 02:30:00+07:00,2,1,0.0607826086956521,2.0,2,0.2454898550724637,0,NOT_HOT,4725,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3002330,2022-04-28 12:00:00+07:00,2022-04-28 12:30:00+07:00,2,1,0.8107777673281296,2.0,0,0.2454888867989592,0,NOT_HOT,4726,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2427868,2022-05-07 05:00:00+07:00,2022-05-07 05:30:00+07:00,2,1,0.8107563025210084,2.0,0,0.245484593837535,0,NOT_HOT,4727,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4341844,2022-05-01 23:00:00+07:00,2022-05-01 23:30:00+07:00,2,1,0.8106467592269587,2.0,0,0.2454626851787251,0,NOT_HOT,4728,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1289459,2022-05-01 13:30:00+07:00,2022-05-01 14:00:00+07:00,4,2,0.0188842482100238,1.0,0,0.2454435163086714,0,NOT_HOT,4729,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1017716,2022-05-07 13:30:00+07:00,2022-05-07 14:00:00+07:00,2,1,0.8105228105228105,2.0,0,0.2454378954378954,0,NOT_HOT,4730,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
331304,2022-05-07 12:30:00+07:00,2022-05-07 13:00:00+07:00,2,1,0.8104968944099378,2.0,0,0.2454327122153208,0,NOT_HOT,4731,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1152180,2022-05-06 07:00:00+07:00,2022-05-06 07:30:00+07:00,2,1,0.8103741208802365,2.0,0,0.2454081575093806,0,NOT_HOT,4732,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4128672,2022-04-23 03:30:00+07:00,2022-04-23 04:00:00+07:00,2,1,0.8103676829693713,2.0,0,0.2454068699272076,0,NOT_HOT,4733,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3078642,2022-04-29 20:00:00+07:00,2022-04-29 20:30:00+07:00,2,1,0.8103448275862067,2.0,0,0.2454022988505746,0,NOT_HOT,4734,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
176850,2022-05-03 11:00:00+07:00,2022-05-03 11:30:00+07:00,2,1,0.8102824858757063,2.0,0,0.2453898305084745,0,NOT_HOT,4735,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
993432,2022-04-23 04:00:00+07:00,2022-04-23 04:30:00+07:00,2,1,0.8102777777777777,2.0,0,0.2453888888888888,0,NOT_HOT,4736,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2316259,2022-05-02 06:00:00+07:00,2022-05-02 06:30:00+07:00,2,1,0.8102489910911445,2.0,0,0.2453831315515622,0,NOT_HOT,4737,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4345528,2022-04-22 14:00:00+07:00,2022-04-22 14:30:00+07:00,2,1,0.8102473681481097,2.0,0,0.2453828069629552,0,NOT_HOT,4738,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1772235,2022-05-06 02:30:00+07:00,2022-05-06 03:00:00+07:00,2,1,0.8102127659574467,2.0,0,0.2453758865248226,0,NOT_HOT,4739,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1421912,2022-05-01 02:00:00+07:00,2022-05-01 02:30:00+07:00,2,1,0.8100806023968607,2.0,0,0.2453494538127055,0,NOT_HOT,4740,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
381278,2022-04-26 19:00:00+07:00,2022-04-26 19:30:00+07:00,2,1,0.8098443843031123,2.0,0,0.2453022101939558,0,NOT_HOT,4741,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
816104,2022-05-01 14:30:00+07:00,2022-05-01 15:00:00+07:00,2,1,0.8098194308763748,2.0,0,0.2452972195086082,0,NOT_HOT,4742,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2007400,2022-04-29 13:30:00+07:00,2022-04-29 14:00:00+07:00,2,1,0.809811320754717,2.0,0,0.2452955974842767,0,NOT_HOT,4743,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3266457,2022-05-04 07:30:00+07:00,2022-05-04 08:00:00+07:00,2,1,0.8097826086956522,2.0,0,0.2452898550724637,0,NOT_HOT,4744,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3156032,2022-05-05 08:30:00+07:00,2022-05-05 09:00:00+07:00,2,1,0.8097498982900139,2.0,0,0.2452833129913361,0,NOT_HOT,4745,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
822152,2022-05-04 00:30:00+07:00,2022-05-04 01:00:00+07:00,2,1,0.8097014925373134,2.0,0,0.245273631840796,0,NOT_HOT,4746,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1591785,2022-04-24 12:00:00+07:00,2022-04-24 12:30:00+07:00,2,1,0.809692881235576,2.0,0,0.2452719095804485,0,NOT_HOT,4747,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1831251,2022-05-06 03:30:00+07:00,2022-05-06 04:00:00+07:00,2,1,0.8096834884107867,2.0,0,0.2452700310154906,0,NOT_HOT,4748,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4307108,2022-05-03 02:30:00+07:00,2022-05-03 03:00:00+07:00,2,1,0.8095580955809557,2.0,0,0.2452449524495245,0,NOT_HOT,4749,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
504419,2022-04-27 23:30:00+07:00,2022-04-28 00:00:00+07:00,2,1,0.8095454545454545,2.0,0,0.2452424242424242,0,NOT_HOT,4750,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1613171,2022-04-24 10:30:00+07:00,2022-04-24 11:00:00+07:00,2,1,0.809482864512959,2.0,0,0.2452299062359251,0,NOT_HOT,4751,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
469038,2022-04-29 11:30:00+07:00,2022-04-29 12:00:00+07:00,2,1,0.8094782608695652,2.0,0,0.2452289855072463,0,NOT_HOT,4752,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2826821,2022-04-27 01:00:00+07:00,2022-04-27 01:30:00+07:00,2,1,0.8094607159460715,2.0,0,0.2452254765225476,0,NOT_HOT,4753,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1629924,2022-04-27 10:00:00+07:00,2022-04-27 10:30:00+07:00,2,1,0.8093999999999999,2.0,0,0.2452133333333333,0,NOT_HOT,4754,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
560720,2022-05-04 04:30:00+07:00,2022-05-04 05:00:00+07:00,2,1,0.8093549706804855,2.0,0,0.2452043274694304,0,NOT_HOT,4755,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2407887,2022-05-06 02:30:00+07:00,2022-05-06 03:00:00+07:00,2,1,0.8093077711107859,2.0,0,0.2451948875554905,0,NOT_HOT,4756,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3430775,2022-04-26 11:00:00+07:00,2022-04-26 11:30:00+07:00,2,1,0.8092673712976731,2.0,0,0.2451868075928679,0,NOT_HOT,4757,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4199407,2022-04-27 07:00:00+07:00,2022-04-27 07:30:00+07:00,2,1,0.8092537313432835,2.0,0,0.24518407960199,0,NOT_HOT,4758,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4095063,2022-04-27 23:30:00+07:00,2022-04-28 00:00:00+07:00,2,1,0.8092207792207792,2.0,0,0.2451774891774891,0,NOT_HOT,4759,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4036317,2022-05-04 08:00:00+07:00,2022-05-04 08:30:00+07:00,2,1,0.8091832730126891,2.0,0,0.2451699879358711,0,NOT_HOT,4760,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2407372,2022-04-25 01:00:00+07:00,2022-04-25 01:30:00+07:00,2,1,0.8091399333738244,2.0,0,0.2451613200080982,0,NOT_HOT,4761,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4332438,2022-05-01 12:30:00+07:00,2022-05-01 13:00:00+07:00,2,1,0.8091165539784176,2.0,0,0.2451566441290169,0,NOT_HOT,4762,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3037321,2022-05-04 11:30:00+07:00,2022-05-04 12:00:00+07:00,2,1,0.8091157353223172,2.0,0,0.2451564803977967,0,NOT_HOT,4763,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4089254,2022-05-06 00:30:00+07:00,2022-05-06 01:00:00+07:00,2,1,0.8091130820399113,2.0,0,0.2451559497413156,0,NOT_HOT,4764,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
365846,2022-04-29 15:00:00+07:00,2022-04-29 15:30:00+07:00,2,1,0.8090898203592815,2.0,0,0.2451512974051896,0,NOT_HOT,4765,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3324353,2022-04-22 13:00:00+07:00,2022-04-22 13:30:00+07:00,2,1,0.8089754244330999,2.0,0,0.2451284182199533,0,NOT_HOT,4766,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
159639,2022-04-29 15:00:00+07:00,2022-04-29 15:30:00+07:00,2,1,0.8089434608794974,2.0,0,0.2451220255092328,0,NOT_HOT,4767,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
682954,2022-05-04 05:00:00+07:00,2022-05-04 05:30:00+07:00,2,1,0.0589385118769387,2.0,2,0.245121035708721,0,NOT_HOT,4768,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2368979,2022-04-26 01:00:00+07:00,2022-04-26 01:30:00+07:00,2,1,0.8089285714285714,2.0,0,0.2451190476190476,0,NOT_HOT,4769,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3752512,2022-05-06 00:30:00+07:00,2022-05-06 01:00:00+07:00,2,1,0.8088972431077694,2.0,0,0.2451127819548872,0,NOT_HOT,4770,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
899053,2022-05-04 07:00:00+07:00,2022-05-04 07:30:00+07:00,2,1,0.8088701854493581,2.0,0,0.2451073704232049,0,NOT_HOT,4771,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
687339,2022-05-04 02:30:00+07:00,2022-05-04 03:00:00+07:00,2,1,0.8088276506305465,2.0,0,0.2450988634594426,0,NOT_HOT,4772,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2884338,2022-04-30 19:00:00+07:00,2022-04-30 19:30:00+07:00,2,1,0.8087887464210134,2.0,0,0.245091082617536,0,NOT_HOT,4773,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
161822,2022-04-23 04:30:00+07:00,2022-04-23 05:00:00+07:00,2,1,0.808761273697773,2.0,0,0.2450855880728879,0,NOT_HOT,4774,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3629508,2022-05-06 03:00:00+07:00,2022-05-06 03:30:00+07:00,2,1,0.8087498101169679,2.0,0,0.2450832953567269,0,NOT_HOT,4775,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4216563,2022-04-27 05:30:00+07:00,2022-04-27 06:00:00+07:00,2,1,0.8087433628318584,2.0,0,0.245082005899705,0,NOT_HOT,4776,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
542442,2022-05-03 13:30:00+07:00,2022-05-03 14:00:00+07:00,2,1,0.8087139107611548,2.0,0,0.2450761154855643,0,NOT_HOT,4777,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
4256306,2022-04-24 16:30:00+07:00,2022-04-24 17:00:00+07:00,2,1,0.8086116910229645,2.0,0,0.2450556715379262,0,NOT_HOT,4778,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2005683,2022-05-01 14:00:00+07:00,2022-05-01 14:30:00+07:00,2,1,0.8084599249984109,2.0,0,0.2450253183330155,0,NOT_HOT,4779,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
490872,2022-05-02 03:00:00+07:00,2022-05-02 03:30:00+07:00,2,1,0.8084507042253521,2.0,0,0.2450234741784037,0,NOT_HOT,4780,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3959756,2022-05-06 01:00:00+07:00,2022-05-06 01:30:00+07:00,2,1,0.8084090909090909,2.0,0,0.2450151515151515,0,NOT_HOT,4781,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1151809,2022-04-27 00:30:00+07:00,2022-04-27 01:00:00+07:00,2,1,0.80831275800486,2.0,0,0.2449958849343053,0,NOT_HOT,4782,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2203882,2022-04-22 20:30:00+07:00,2022-04-22 21:00:00+07:00,2,1,0.8083118160580353,2.0,0,0.2449956965449404,0,NOT_HOT,4783,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3424183,2022-05-08 07:30:00+07:00,2022-05-08 08:00:00+07:00,2,1,0.808295174357168,2.0,0,0.2449923682047669,0,NOT_HOT,4784,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2215305,2022-05-03 06:30:00+07:00,2022-05-03 07:00:00+07:00,2,1,0.8080645161290322,2.0,0,0.2449462365591397,0,NOT_HOT,4785,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1361786,2022-04-29 10:30:00+07:00,2022-04-29 11:00:00+07:00,2,1,0.8080375638723933,2.0,0,0.244940846107812,0,NOT_HOT,4786,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2981599,2022-04-23 01:00:00+07:00,2022-04-23 01:30:00+07:00,2,1,0.8079746835443038,2.0,0,0.244928270042194,0,NOT_HOT,4787,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
2024695,2022-04-25 06:00:00+07:00,2022-04-25 06:30:00+07:00,2,1,0.0579420579420579,2.0,2,0.2449217449217449,0,NOT_HOT,4788,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
3578833,2022-04-22 15:00:00+07:00,2022-04-22 15:30:00+07:00,2,1,0.8079349502313192,2.0,0,0.2449203233795971,0,NOT_HOT,4789,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
1001148,2022-04-29 11:00:00+07:00,2022-04-29 11:30:00+07:00,2,1,0.8078248530306101,2.0,0,0.2448983039394554,0,NOT_HOT,4790,LOW,NO_CACHE,Low trending signal; do not cache to avoid wasting resources.
