event_time,user_id,video_id,watch_time,duration,watch_ratio,is_click,is_like,is_share,timestamp
2022-05-02 09:32:53.686,205,1130971,0.0,7.7,0.0,0,0,0,2026-05-03T11:45:04.697+07:00
2022-04-27 11:15:02.320,395,1077145,44.66,148.0,0.3018,1,0,0,2026-05-03T11:45:04.718+07:00
2022-05-04 10:46:50.622,216,3713209,25.533,78.386,0.3257,1,0,0,2026-05-03T11:45:04.740+07:00
2022-04-30 08:17:25.490,66,1555499,1.297,295.85,0.0044,0,0,0,2026-05-03T11:45:04.750+07:00
2022-05-02 14:00:14.412,540,3529618,0.0,11.866,0.0,0,0,0,2026-05-03T11:45:04.782+07:00
2022-05-04 04:01:51.241,47,3455356,2.634,35.666,0.0739,0,0,0,2026-05-03T11:45:04.793+07:00
2022-04-30 01:55:54.444,27,606938,9.994,151.516,0.066,1,0,0,2026-05-03T11:45:04.803+07:00
2022-04-29 09:41:35.086,976,503094,1.533,190.791,0.008,0,0,0,2026-05-03T11:45:04.814+07:00
2022-04-30 12:15:42.288,347,1590566,4.267,340.166,0.0125,0,0,0,2026-05-03T11:45:04.846+07:00
2022-05-04 14:45:59.848,734,353655,2.089,35.375,0.0591,0,0,0,2026-05-03T11:45:04.867+07:00
2022-05-08 04:20:07.303,71,323087,4.947,181.233,0.0273,0,0,0,2026-05-03T11:45:04.923+07:00
2022-05-08 10:43:56.733,893,3742720,0.594,7.9,0.0752,0,0,0,2026-05-03T11:45:04.957+07:00
2022-04-23 01:37:34.631,862,3727179,8.149,9.175,0.8882,1,0,0,2026-05-03T11:45:04.990+07:00
2022-04-30 07:57:41.796,472,4069534,12.321,11.52,1.0,1,0,0,2026-05-03T11:45:05.001+07:00
2022-04-24 22:34:42.761,605,3732842,1.2,108.05,0.0111,0,0,0,2026-05-03T11:45:05.026+07:00
2022-05-06 09:03:28.415,75,3751326,0.0,28.0,0.0,0,0,0,2026-05-03T11:45:05.058+07:00
2022-05-05 16:26:01.985,553,923976,0.0,104.133,0.0,0,0,0,2026-05-03T11:45:05.073+07:00
2022-04-24 01:26:59.518,109,1680138,1.088,0.0,0.0,0,0,0,2026-05-03T11:45:05.106+07:00
2022-04-22 03:15:06.155,970,294810,0.0,44.533,0.0,0,0,0,2026-05-03T11:45:05.127+07:00
2022-04-24 03:17:41.196,462,48876,7.953,0.0,0.0,1,1,0,2026-05-03T11:45:05.160+07:00
2022-05-05 08:16:32.897,797,1727799,1.971,27.694,0.0712,0,0,0,2026-05-03T11:45:05.227+07:00
2022-04-30 13:52:07.645,261,2116999,0.0,12.466,0.0,1,0,0,2026-05-03T11:45:05.273+07:00
2022-04-23 15:47:23.259,36,1516221,0.0,11.5,0.0,0,0,0,2026-05-03T11:45:05.295+07:00
2022-05-07 08:07:56.120,476,2463680,2.012,276.96,0.0073,0,0,0,2026-05-03T11:45:05.306+07:00
2022-05-01 09:24:03.951,516,3182652,135.855,138.5,0.9809,1,0,0,2026-05-03T11:45:05.327+07:00
2022-05-08 05:46:33.884,963,2283768,11.956,38.733,0.3087,1,0,0,2026-05-03T11:45:05.359+07:00
2022-04-30 15:07:19.951,942,4123778,4.047,72.333,0.0559,0,0,0,2026-05-03T11:45:05.422+07:00
2022-04-22 11:46:24.786,140,2114711,0.0,6.05,0.0,0,0,0,2026-05-03T11:45:05.464+07:00
2022-04-23 07:34:33.744,909,1693966,0.609,11.2,0.0544,0,0,0,2026-05-03T11:45:05.475+07:00
2022-04-23 08:04:15.577,718,1304344,13.711,12.833,1.0,1,0,0,2026-05-03T11:45:05.528+07:00
2022-05-03 17:04:35.932,975,538114,7.096,0.0,0.0,1,0,0,2026-05-03T11:45:05.538+07:00
2022-05-05 13:19:21.647,324,3666923,41.963,113.533,0.3696,1,0,0,2026-05-03T11:45:05.632+07:00
2022-05-03 00:28:08.219,179,3231110,12.447,11.48,1.0,1,0,0,2026-05-03T11:45:05.652+07:00
2022-05-04 15:12:14.423,68,2655009,2.682,84.76,0.0316,0,0,0,2026-05-03T11:45:05.673+07:00
2022-04-24 13:14:24.917,310,213979,1.67,141.954,0.0118,0,0,0,2026-05-03T11:45:05.683+07:00
2022-05-05 10:44:04.283,358,1441443,10.787,8.933,1.0,1,0,0,2026-05-03T11:45:05.714+07:00
2022-05-08 04:31:58.099,937,1700883,11.045,44.86,0.2462,1,0,0,2026-05-03T11:45:05.724+07:00
2022-05-08 04:42:33.005,732,2909866,1.705,14.766,0.1155,0,0,0,2026-05-03T11:45:05.745+07:00
2022-04-28 15:31:35.100,893,3339322,7.294,9.092,0.8022,1,0,0,2026-05-03T11:45:05.808+07:00
2022-04-22 14:38:49.601,851,1800605,1.6,29.333,0.0545,0,0,0,2026-05-03T11:45:05.819+07:00
2022-05-07 03:44:39.978,605,2366843,15.761,65.0,0.2425,1,0,0,2026-05-03T11:45:05.840+07:00
2022-04-25 09:09:24.046,379,3945377,0.0,0.0,0.0,0,0,0,2026-05-03T11:45:05.871+07:00
2022-04-28 19:15:48.741,858,2748904,1.372,16.166,0.0849,0,0,0,2026-05-03T11:45:05.955+07:00
2022-05-03 10:25:43.075,547,3503789,1.621,15.6,0.1039,0,0,0,2026-05-03T11:45:05.986+07:00
2022-05-04 09:21:21.070,173,1181059,3.197,11.3,0.2829,0,0,0,2026-05-03T11:45:06.017+07:00
2022-05-05 05:15:59.800,750,3101780,2.34,0.0,0.0,0,0,0,2026-05-03T11:45:06.069+07:00
2022-05-04 04:52:52.586,655,2234372,1.509,62.4,0.0242,0,0,0,2026-05-03T11:45:06.110+07:00
2022-05-05 12:11:01.507,840,2706779,1.401,8.033,0.1744,0,0,0,2026-05-03T11:45:06.121+07:00
2022-04-30 11:10:00.083,413,3397458,0.0,27.866,0.0,0,0,0,2026-05-03T11:45:06.131+07:00
2022-04-27 05:12:27.869,781,3388296,0.0,25.2,0.0,0,0,0,2026-05-03T11:45:06.142+07:00
2022-05-06 16:59:34.843,640,3473593,0.938,24.733,0.0379,1,0,0,2026-05-03T11:45:06.152+07:00
2022-05-05 16:05:46.060,342,60950,65.908,64.12,1.0,1,0,0,2026-05-03T11:45:06.173+07:00
2022-04-22 00:28:18.362,787,2611737,0.0,29.994,0.0,0,0,0,2026-05-03T11:45:06.183+07:00
2022-04-25 22:13:39.349,148,1442977,64.612,148.6,0.4348,1,0,0,2026-05-03T11:45:06.194+07:00
2022-04-22 17:57:39.564,151,3980728,18.966,0.0,0.0,1,0,0,2026-05-03T11:45:06.204+07:00
2022-04-28 02:45:14.807,208,472723,43.293,12.7,1.0,1,0,0,2026-05-03T11:45:06.215+07:00
2022-04-29 07:55:04.396,518,59640,1.382,184.32,0.0075,0,0,0,2026-05-03T11:45:06.257+07:00
2022-04-30 08:55:07.679,978,4363288,0.0,97.291,0.0,0,0,0,2026-05-03T11:45:06.278+07:00
2022-05-02 18:52:57.054,325,1689640,61.275,59.85,1.0,1,0,0,2026-05-03T11:45:06.288+07:00
2022-04-22 00:47:35.443,787,3541091,0.0,60.003,0.0,0,0,0,2026-05-03T11:45:06.309+07:00
2022-05-03 17:01:00.744,73,220478,4.697,22.2,0.2116,0,0,0,2026-05-03T11:45:06.320+07:00
2022-05-02 05:01:33.879,410,553446,23.938,47.433,0.5047,1,0,0,2026-05-03T11:45:06.331+07:00
2022-05-01 14:58:41.793,261,823316,0.0,177.7,0.0,0,0,0,2026-05-03T11:45:06.415+07:00
2022-05-07 13:24:14.083,538,270543,9.903,10.166,0.9741,1,1,0,2026-05-03T11:45:06.457+07:00
2022-04-27 13:06:28.551,554,3821871,0.535,71.6,0.0075,0,0,0,2026-05-03T11:45:06.499+07:00
2022-05-08 12:57:53.681,725,338272,1.809,7.033,0.2572,0,0,0,2026-05-03T11:45:06.531+07:00
2022-05-08 03:42:50.749,81,3553438,0.0,115.233,0.0,0,0,0,2026-05-03T11:45:06.565+07:00
2022-05-04 12:25:12.304,878,3230509,5.686,8.8,0.6461,0,0,0,2026-05-03T11:45:06.645+07:00
2022-04-23 12:58:30.704,180,937228,4.398,0.0,0.0,0,0,0,2026-05-03T11:45:06.658+07:00
2022-05-03 03:07:02.580,458,2668179,10.743,259.3,0.0414,1,0,0,2026-05-03T11:45:06.762+07:00
2022-05-06 12:17:19.037,100,1532833,0.0,42.533,0.0,0,0,0,2026-05-03T11:45:06.810+07:00
2022-04-27 22:49:53.249,430,2703070,1.605,18.2,0.0882,0,0,0,2026-05-03T11:45:06.821+07:00
2022-05-05 11:51:43.294,658,288345,108.813,14.9,1.0,0,0,0,2026-05-03T11:45:06.834+07:00
2022-05-04 08:06:41.913,26,1176973,6.962,8.366,0.8322,0,0,0,2026-05-03T11:45:06.869+07:00
2022-04-28 00:14:32.521,348,840606,1.858,156.466,0.0119,0,0,0,2026-05-03T11:45:06.901+07:00
2022-04-27 12:33:41.738,513,2818564,0.0,52.816,0.0,0,0,0,2026-05-03T11:45:06.922+07:00
2022-05-03 09:53:41.540,542,82647,9.355,345.433,0.0271,1,0,0,2026-05-03T11:45:06.933+07:00
2022-04-23 11:34:58.506,464,4318511,1.743,13.16,0.1324,0,0,0,2026-05-03T11:45:06.943+07:00
2022-05-04 09:18:42.784,418,2899950,0.786,32.966,0.0238,0,0,0,2026-05-03T11:45:06.975+07:00
2022-05-04 04:32:30.442,408,3881851,43.99,0.0,0.0,1,0,0,2026-05-03T11:45:07.060+07:00
2022-04-22 11:33:04.716,633,1365210,60.967,66.583,0.9157,1,0,0,2026-05-03T11:45:07.094+07:00
2022-04-29 23:42:15.436,205,498265,0.0,0.0,0.0,0,0,0,2026-05-03T11:45:07.115+07:00
2022-05-04 10:07:18.192,232,2094632,13.554,12.616,1.0,1,0,0,2026-05-03T11:45:07.126+07:00
2022-05-04 05:53:38.488,974,4109016,0.0,82.233,0.0,0,0,0,2026-05-03T11:45:07.147+07:00
2022-04-28 04:00:15.224,283,3324420,2.577,9.4,0.2741,0,0,0,2026-05-03T11:45:07.179+07:00
2022-05-01 09:58:35.206,837,893170,2.761,182.9,0.0151,0,0,0,2026-05-03T11:45:07.220+07:00
2022-05-03 03:15:49.004,859,3156668,6.709,228.483,0.0294,0,0,0,2026-05-03T11:45:07.283+07:00
2022-04-23 13:43:39.624,649,503885,2.215,135.766,0.0163,0,0,0,2026-05-03T11:45:07.293+07:00
2022-05-03 09:15:10.257,674,1855698,1.512,17.183,0.088,0,0,0,2026-05-03T11:45:07.324+07:00
2022-04-25 02:08:41.053,299,665646,31.367,97.7,0.3211,1,0,0,2026-05-03T11:45:07.366+07:00
2022-05-08 13:14:32.332,82,2281057,2.344,0.0,0.0,0,0,0,2026-05-03T11:45:07.387+07:00
2022-05-06 14:34:28.680,187,432940,1.913,415.633,0.0046,0,0,0,2026-05-03T11:45:07.397+07:00
2022-05-08 08:57:58.783,21,3515015,1.027,7.977,0.1287,0,0,0,2026-05-03T11:45:07.408+07:00
2022-05-05 06:56:13.494,410,2656232,1.468,300.1,0.0049,0,0,0,2026-05-03T11:45:07.418+07:00
2022-05-03 23:39:20.352,281,4232813,8.084,12.35,0.6546,1,0,0,2026-05-03T11:45:07.450+07:00
2022-04-27 06:38:16.843,871,2694737,3.298,14.4,0.229,0,0,0,2026-05-03T11:45:07.460+07:00
2022-04-25 10:05:49.061,575,301089,72.339,71.066,1.0,1,0,0,2026-05-03T11:45:07.470+07:00
2022-04-29 10:12:28.209,959,4036730,1.902,7.7,0.247,0,0,0,2026-05-03T11:45:07.533+07:00
2022-04-22 16:24:17.462,554,3788359,13.309,740.466,0.018,1,0,0,2026-05-03T11:45:07.584+07:00
2022-05-05 12:53:33.441,736,2973941,1.777,7.291,0.2437,1,0,0,2026-05-03T11:45:07.636+07:00
2022-05-01 14:35:57.681,88,1571095,4.227,82.332,0.0513,0,0,0,2026-05-03T11:45:07.646+07:00
2022-04-28 17:13:38.905,507,1988760,0.0,394.2,0.0,0,0,0,2026-05-03T11:45:07.667+07:00
2022-04-27 09:37:57.390,19,2687232,0.0,0.0,0.0,0,0,0,2026-05-03T11:45:07.687+07:00
2022-04-29 16:52:58.683,664,3389671,0.0,9.0,0.0,0,0,0,2026-05-03T11:45:07.759+07:00
2022-04-29 05:06:56.391,704,2213480,11.686,11.077,1.0,1,0,0,2026-05-03T11:45:07.822+07:00
2022-05-04 18:19:42.457,324,2217745,0.0,131.483,0.0,0,0,0,2026-05-03T11:45:07.864+07:00
2022-04-25 10:39:10.238,269,2700504,53.111,56.833,0.9345,1,0,0,2026-05-03T11:45:07.875+07:00
2022-04-27 12:31:52.412,2,2976933,27.62,14.033,1.0,1,0,0,2026-05-03T11:45:07.885+07:00
2022-04-22 03:00:31.920,527,3359124,8.695,11.9,0.7307,1,0,0,2026-05-03T11:44:04.640+07:00
2022-05-08 08:33:20.661,176,742485,0.0,17.466,0.0,0,0,0,2026-05-03T11:44:04.650+07:00
2022-04-25 05:56:06.479,956,2283155,5.153,7.166,0.7191,0,0,0,2026-05-03T11:44:04.682+07:00
2022-04-28 09:17:05.005,101,2839486,66.014,59.859,1.0,1,0,0,2026-05-03T11:44:04.703+07:00
2022-04-23 17:18:44.449,447,1039073,0.0,17.9,0.0,0,0,0,2026-05-03T11:44:04.744+07:00
2022-04-24 18:23:19.239,15,4034314,0.0,85.1,0.0,0,0,0,2026-05-03T11:44:04.755+07:00
2022-05-07 05:06:33.737,176,2020839,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:04.775+07:00
2022-04-26 09:13:01.740,924,2277841,0.0,98.44,0.0,0,0,0,2026-05-03T11:44:04.786+07:00
2022-05-08 08:42:36.228,829,1262008,3.196,344.533,0.0093,0,0,0,2026-05-03T11:44:04.817+07:00
2022-04-29 10:23:54.033,834,1472164,6.72,9.9,0.6788,0,0,0,2026-05-03T11:44:04.910+07:00
2022-05-01 01:37:33.469,718,476157,5.361,33.833,0.1585,0,0,0,2026-05-03T11:44:04.931+07:00
2022-05-06 08:33:03.811,926,2808623,2.104,55.2,0.0381,0,0,0,2026-05-03T11:44:04.982+07:00
2022-04-23 23:11:16.370,958,2542741,1.321,30.42,0.0434,0,0,0,2026-05-03T11:44:05.013+07:00
2022-04-23 02:10:49.710,68,3426006,2.087,40.716,0.0513,0,0,0,2026-05-03T11:44:05.024+07:00
2022-05-01 23:42:14.381,575,4059293,6.722,8.0,0.8403,0,0,0,2026-05-03T11:44:05.055+07:00
2022-05-01 04:30:27.406,123,850097,24.519,174.533,0.1405,1,0,0,2026-05-03T11:44:05.075+07:00
2022-05-04 14:16:33.040,862,354492,0.0,8.5,0.0,0,0,0,2026-05-03T11:44:05.096+07:00
2022-05-08 14:51:39.635,325,4304366,5.604,0.0,0.0,0,0,0,2026-05-03T11:44:05.106+07:00
2022-04-24 11:57:51.543,80,3077525,9.615,5.52,1.0,1,0,0,2026-05-03T11:44:05.117+07:00
2022-04-27 20:11:33.279,581,4156842,84.877,258.633,0.3282,1,0,0,2026-05-03T11:44:05.127+07:00
2022-05-04 01:16:51.706,623,3793674,1.308,64.333,0.0203,0,0,0,2026-05-03T11:44:05.158+07:00
2022-04-29 02:30:59.317,793,2208580,1.49,24.933,0.0598,0,0,0,2026-05-03T11:44:05.179+07:00
2022-05-06 11:55:52.277,314,542099,141.449,115.431,1.0,1,0,0,2026-05-03T11:44:05.199+07:00
2022-05-06 12:51:34.698,249,371172,37.534,7.566,1.0,1,0,0,2026-05-03T11:44:05.210+07:00
2022-05-05 02:54:24.877,338,4237267,6.007,8.083,0.7432,0,0,0,2026-05-03T11:44:05.241+07:00
2022-05-02 04:28:09.463,542,422271,4.284,15.24,0.2811,0,0,0,2026-05-03T11:44:05.252+07:00
2022-04-25 14:29:07.363,997,2410571,39.89,50.166,0.7952,1,0,0,2026-05-03T11:44:05.293+07:00
2022-05-04 12:08:23.981,753,2592436,70.705,71.066,0.9949,1,0,0,2026-05-03T11:44:05.334+07:00
2022-05-02 14:32:18.218,438,1980361,3.087,101.067,0.0305,0,0,0,2026-05-03T11:44:05.355+07:00
2022-05-07 11:47:01.916,761,342697,36.636,39.583,0.9255,1,0,0,2026-05-03T11:44:05.376+07:00
2022-04-29 15:21:22.165,455,3393590,0.0,9.75,0.0,1,0,0,2026-05-03T11:44:05.386+07:00
2022-04-26 19:04:14.932,638,1329761,1.741,8.2,0.2123,0,0,0,2026-05-03T11:44:05.396+07:00
2022-05-07 13:40:41.858,4,4033026,6.617,14.133,0.4682,0,0,0,2026-05-03T11:44:05.417+07:00
2022-04-29 06:35:06.417,71,2367945,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:05.490+07:00
2022-05-07 05:29:44.299,650,2656625,6.306,10.2,0.6182,0,0,0,2026-05-03T11:44:05.511+07:00
2022-05-06 01:55:33.085,68,2666739,2.169,43.551,0.0498,0,0,0,2026-05-03T11:44:05.617+07:00
2022-04-30 22:36:03.638,205,1274661,22.586,100.966,0.2237,1,0,0,2026-05-03T11:44:05.670+07:00
2022-05-07 06:11:21.024,2,205998,5.604,220.76,0.0254,0,0,0,2026-05-03T11:44:05.681+07:00
2022-04-22 03:35:33.389,71,4326587,0.0,11.532,0.0,0,0,0,2026-05-03T11:44:05.722+07:00
2022-05-04 09:57:15.080,434,99587,3.43,48.566,0.0706,0,0,0,2026-05-03T11:44:05.732+07:00
2022-05-02 22:45:44.301,205,4124002,3.248,0.0,0.0,0,0,0,2026-05-03T11:44:05.774+07:00
2022-05-04 08:16:49.209,524,3308709,1.947,60.0,0.0324,0,0,0,2026-05-03T11:44:05.815+07:00
2022-05-06 12:14:41.695,707,224370,0.0,109.366,0.0,0,0,0,2026-05-03T11:44:05.826+07:00
2022-04-29 10:30:09.612,110,4366497,2.819,12.583,0.224,1,0,0,2026-05-03T11:44:05.846+07:00
2022-04-27 06:17:49.404,410,1262584,9.577,64.2,0.1492,1,0,0,2026-05-03T11:44:06.013+07:00
2022-04-22 04:26:42.288,525,3128101,3.463,120.68,0.0287,0,0,0,2026-05-03T11:44:06.033+07:00
2022-04-29 08:07:59.728,352,2193323,2.293,174.316,0.0132,0,0,0,2026-05-03T11:44:06.054+07:00
2022-05-03 14:35:52.597,879,3571150,0.374,300.533,0.0012,0,0,0,2026-05-03T11:44:06.075+07:00
2022-04-27 12:08:53.239,986,599060,2.008,117.566,0.0171,0,0,0,2026-05-03T11:44:06.158+07:00
2022-05-04 08:30:37.999,534,1345773,0.0,221.233,0.0,0,0,0,2026-05-03T11:44:06.168+07:00
2022-04-29 16:41:34.401,951,3406540,1.429,32.933,0.0434,0,0,0,2026-05-03T11:44:06.209+07:00
2022-04-23 23:24:29.291,510,4350375,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:06.230+07:00
2022-05-08 14:51:58.298,977,1232243,1.966,179.733,0.0109,0,0,0,2026-05-03T11:44:06.240+07:00
2022-05-01 02:43:32.039,552,2631044,1.685,25.433,0.0663,0,0,0,2026-05-03T11:44:06.261+07:00
2022-04-28 03:35:24.977,972,1688890,0.0,105.633,0.0,0,0,0,2026-05-03T11:44:06.271+07:00
2022-04-29 05:14:28.908,418,3898661,5.115,57.557,0.0889,0,0,0,2026-05-03T11:44:06.313+07:00
2022-04-22 06:32:01.461,601,1899053,14.19,25.52,0.556,1,0,0,2026-05-03T11:44:06.344+07:00
2022-05-05 17:56:33.256,739,2793950,3.053,15.7,0.1945,0,0,0,2026-05-03T11:44:06.354+07:00
2022-04-25 03:29:26.954,793,1254928,1.218,87.16,0.014,0,0,0,2026-05-03T11:44:06.364+07:00
2022-04-23 09:33:58.815,49,3503719,4.868,134.9,0.0361,0,0,0,2026-05-03T11:44:06.395+07:00
2022-05-04 10:19:11.896,635,3142547,0.0,11.933,0.0,0,0,0,2026-05-03T11:44:06.467+07:00
2022-04-25 14:45:53.116,583,54568,1.116,15.4,0.0725,0,0,0,2026-05-03T11:44:06.478+07:00
2022-04-29 14:35:33.522,769,1494469,1.283,9.133,0.1405,0,0,0,2026-05-03T11:44:06.509+07:00
2022-05-01 10:57:00.189,490,2307037,17.263,42.366,0.4075,1,0,0,2026-05-03T11:44:06.519+07:00
2022-05-06 09:29:07.980,890,668645,16.618,7.0,1.0,1,0,0,2026-05-03T11:44:06.581+07:00
2022-05-01 05:48:43.582,781,4140620,0.0,253.266,0.0,0,0,0,2026-05-03T11:44:06.592+07:00
2022-04-23 03:53:47.290,782,4231520,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:06.664+07:00
2022-04-28 02:09:23.394,15,334647,9.647,6.533,1.0,1,0,0,2026-05-03T11:44:06.790+07:00
2022-04-24 10:05:39.455,552,2900138,110.686,310.533,0.3564,1,0,0,2026-05-03T11:44:06.832+07:00
2022-05-02 08:49:41.035,65,1311395,2.452,286.066,0.0086,1,0,0,2026-05-03T11:44:06.843+07:00
2022-04-29 13:11:18.553,814,3311878,2.994,9.2,0.3254,0,0,0,2026-05-03T11:44:06.853+07:00
2022-04-29 05:22:01.188,455,1978613,1.528,19.733,0.0774,0,0,0,2026-05-03T11:44:06.958+07:00
2022-05-04 17:59:18.256,50,2000601,2.435,49.333,0.0494,0,0,0,2026-05-03T11:44:06.978+07:00
2022-05-02 06:01:47.555,961,2573670,91.711,88.966,1.0,1,0,0,2026-05-03T11:44:07.051+07:00
2022-04-23 08:24:00.680,587,523908,0.0,21.68,0.0,0,0,0,2026-05-03T11:44:07.103+07:00
2022-04-27 14:11:06.403,211,2283114,0.0,52.52,0.0,0,0,0,2026-05-03T11:44:07.113+07:00
2022-05-05 23:35:35.878,383,3618301,35.734,39.95,0.8945,1,0,0,2026-05-03T11:44:07.165+07:00
2022-05-04 11:37:00.623,600,2999264,12.03,43.133,0.2789,1,0,0,2026-05-03T11:44:07.175+07:00
2022-05-04 06:33:14.203,904,2044698,75.291,256.6,0.2934,1,0,0,2026-05-03T11:44:07.206+07:00
2022-04-28 13:07:40.763,684,2859959,36.319,64.599,0.5622,1,0,0,2026-05-03T11:44:07.237+07:00
2022-04-29 15:34:51.180,282,1011465,0.0,71.566,0.0,0,0,0,2026-05-03T11:44:07.258+07:00
2022-04-27 12:59:51.115,976,3545438,13.142,117.033,0.1123,1,0,0,2026-05-03T11:44:07.289+07:00
2022-05-03 06:25:03.774,383,1268380,4.423,19.466,0.2272,0,0,0,2026-05-03T11:44:07.320+07:00
2022-05-01 21:01:05.143,812,3229910,0.842,239.4,0.0035,1,0,0,2026-05-03T11:44:07.331+07:00
2022-04-22 07:44:53.734,58,4171023,5.354,12.96,0.4131,0,0,0,2026-05-03T11:44:07.352+07:00
2022-05-04 05:01:31.926,593,2790679,91.761,90.6,1.0,1,0,0,2026-05-03T11:44:07.362+07:00
2022-05-02 12:17:17.908,129,4148442,82.837,150.166,0.5516,1,0,0,2026-05-03T11:44:07.403+07:00
2022-04-26 12:36:23.439,793,1099988,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:07.414+07:00
2022-04-26 13:48:18.518,71,4126113,3.541,0.0,0.0,1,0,0,2026-05-03T11:44:07.424+07:00
2022-04-30 10:24:12.349,697,1028659,0.0,900.5,0.0,0,0,0,2026-05-03T11:44:07.466+07:00
2022-05-05 12:24:31.214,725,1828731,0.0,14.266,0.0,0,0,0,2026-05-03T11:44:07.476+07:00
2022-05-04 09:38:22.669,191,3219538,2.481,6.214,0.3993,0,0,0,2026-05-03T11:44:07.507+07:00
2022-04-29 08:18:08.476,972,333251,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:07.518+07:00
2022-04-28 03:51:55.499,831,1527752,15.526,7.2,1.0,1,0,0,2026-05-03T11:44:07.528+07:00
2022-05-01 03:24:43.384,797,2694201,1.278,11.466,0.1115,0,0,0,2026-05-03T11:44:07.612+07:00
2022-05-01 12:54:46.587,67,3502084,0.0,87.087,0.0,0,0,0,2026-05-03T11:44:07.655+07:00
2022-05-08 03:47:37.396,782,2692993,19.927,16.433,1.0,1,0,0,2026-05-03T11:44:07.676+07:00
2022-05-02 01:46:18.852,759,1526086,10.466,9.65,1.0,1,0,0,2026-05-03T11:44:07.686+07:00
2022-05-04 01:32:02.973,94,2502190,2.615,153.318,0.0171,0,0,0,2026-05-03T11:44:07.749+07:00
2022-05-04 12:05:13.854,15,2747805,39.191,101.566,0.3859,1,0,0,2026-05-03T11:44:07.780+07:00
2022-04-25 13:38:05.075,686,4234270,40.479,38.32,1.0,1,0,0,2026-05-03T11:44:07.811+07:00
2022-04-25 04:12:56.991,71,4053460,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:07.853+07:00
2022-04-25 08:01:50.611,870,541569,10.977,0.0,0.0,1,0,0,2026-05-03T11:44:07.863+07:00
2022-04-23 00:56:20.209,790,2594628,22.979,192.32,0.1195,1,0,0,2026-05-03T11:44:07.884+07:00
2022-04-24 14:24:18.297,439,224931,0.0,345.4,0.0,0,0,0,2026-05-03T11:44:07.894+07:00
2022-05-07 11:41:57.609,852,3096952,1.388,42.959,0.0323,0,0,0,2026-05-03T11:44:07.946+07:00
2022-05-04 11:05:45.885,39,4080467,4.034,48.366,0.0834,0,0,0,2026-05-03T11:44:07.956+07:00
2022-04-30 01:16:30.978,924,453187,43.504,44.666,0.974,1,0,0,2026-05-03T11:44:07.966+07:00
2022-05-01 03:19:07.381,784,3780100,0.0,111.433,0.0,0,0,0,2026-05-03T11:44:07.977+07:00
2022-04-30 07:19:20.000,191,1563019,11.681,6.12,1.0,1,0,0,2026-05-03T11:44:08.080+07:00
2022-05-03 08:17:32.299,136,3056228,64.057,66.88,0.9578,1,0,0,2026-05-03T11:44:08.184+07:00
2022-04-23 18:09:30.611,664,2996459,0.0,11.935,0.0,0,0,0,2026-05-03T11:44:08.298+07:00
2022-04-30 08:13:05.944,919,2771392,86.183,84.866,1.0,1,0,0,2026-05-03T11:44:08.360+07:00
2022-05-03 11:25:07.436,627,1831084,2.097,24.6,0.0852,0,0,0,2026-05-03T11:44:08.390+07:00
2022-05-02 05:54:42.244,286,3005695,0.0,11.35,0.0,0,0,0,2026-05-03T11:44:08.401+07:00
2022-05-02 21:53:10.786,205,3444041,0.0,0.0,0.0,0,0,0,2026-05-03T11:44:08.432+07:00
2022-05-08 03:37:41.196,679,3316157,8.85,16.5,0.5364,1,0,0,2026-05-03T11:44:08.453+07:00
2022-04-29 11:37:33.161,372,1258227,0.0,93.166,0.0,0,0,0,2026-05-03T11:44:08.485+07:00
2022-04-23 02:49:39.844,594,975341,0.0,8.033,0.0,0,0,0,2026-05-03T11:44:08.496+07:00
2022-05-03 06:09:28.640,372,4122749,202.006,207.116,0.9753,1,0,0,2026-05-03T11:44:08.528+07:00
2022-05-04 22:14:10.714,80,3992850,16.134,8.15,1.0,1,0,0,2026-05-03T11:44:08.571+07:00
2022-05-03 05:09:11.023,707,270486,66.367,246.48,0.2693,1,0,0,2026-05-03T11:44:08.581+07:00
2022-04-29 04:52:12.280,659,1688789,30.352,15.6,1.0,1,0,0,2026-05-03T11:44:08.592+07:00
2022-04-27 17:11:22.363,546,1847117,25.109,157.333,0.1596,1,0,0,2026-05-03T11:44:08.602+07:00
2022-04-22 18:02:52.333,110,1824514,6.696,95.4,0.0702,0,0,0,2026-05-03T11:44:08.623+07:00
2022-04-27 12:27:08.614,566,1080920,30.862,102.216,0.3019,1,0,0,2026-05-03T11:44:08.644+07:00
2022-04-22 11:28:00.495,435,3245012,18.316,6.0,1.0,1,0,0,2026-05-03T11:44:08.664+07:00
2022-05-07 22:58:20.582,322,4203589,0.0,46.01,0.0,0,0,0,2026-05-03T11:44:08.675+07:00
2022-05-05 06:46:31.469,159,1765667,26.646,8.392,1.0,1,0,0,2026-05-03T11:44:08.737+07:00
2022-04-29 00:46:32.525,879,1990901,0.256,6.88,0.0372,0,0,0,2026-05-03T11:44:08.758+07:00
2022-05-02 23:25:24.586,614,2138780,4.337,111.944,0.0387,0,0,0,2026-05-03T11:44:08.789+07:00
